id;name;RA;Decl;V_mag;R_star;M_star;Priority;SpcType;comments;period;period_error;t0;t0_error;depth;duration;Rs_a;Mp;Rp;filler;public;tess;required_observations;done;t0_sg1;t0_error_sg1;period_sg1;period_error_sg1;duration_sg1;duration_error_sg1;Rp_sg1;comments_sg1;depth_sg1;plan_observations;rv_interested;master_disposition;publication_status_sg1;predicted_K_sg2;Teq_sg2;Teff_GAIA_sg2;insolation_sg2;observations;stellar_density
712;"TOI03945.01";334.99033333333;62.656666666667;13.351;0;0;5;;"observed on 15 November. 2024 Report: We removed the g-band data from the transit fit because of its large scatter. We tentatively detect the transit event on the target star, the transit seems to be deeper in redder bands. We can rule out 108 stars as EBs with deep transits during the observed window.";4.463951;0;2458974.411932;0;0;0.0614583;0;0;0;0;1;1;1;"Yes";2458974.4119;0.0037;4.463855;0.000125;0.06145833333;0.322;9.7;"[P=4.4639510] found in faint-star QLP search; Paul Benni/ASP observed a full on 20220804 in rp and probably detected a 25.5 min (0.75σ) early 4.3 ppt event using uncontaminated 6.0" target apertures. [P=4.463855] Felipe Murgas/ MuSCAT2 Team/ observed a near-full on 20241115 in rp, ip, zs and probably detected an ~on-time ~1.4, 3.8, 4.7 ppt event using an uncontaminated 10.9" target aperture and cleared 108/217 neighbors over the window, did not see an obvious NEB. No more observations needed, except for a high precision (<1.0 ppt/10 min) full transit in a blue (U, u', B, g') and/or red (i', I, z, Y) filter to check chromaticity. High-precision (<1.0 ppt/10 min) multi-band observations even better.";4360;;;"VPC";;26.86;1375;4966;594.3;1;
2791;"TOI07095.01";335.25962083333;57.081063888889;13.37;;;2;;;4.6745746;;2460416.3578;;1731;8.63;;;;0;;1;1;"No";2460416.3578;0.0062;4.6745746;3.0E-5;0.3594583333;1.973;13.8;"found in faint-star QLP search; Confirm event on target with high precision (<~1.5ppt/min) and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter.";1731;;;"PC";;46.49;2302;4777;4660.1;0;
324;"TOI01362.01";335.30083333333;59.560813888889;10.386;0;0;5;;"EPHEMERIS ERROR: 28 min Check field within 2.5' for NEBs using a red (rp, R, ip, I, z) filter. Observed on August 22, 2024. The transit is too shallow to firmly detect or rule out.";1.91676;0;2458739.514893;0;0;0.0491667;0;0;0;0;1;1;1;"Yes";2458739.5135;0.004;1.91734;1.0E-5;0.05495833333;0.262;18.7;"Likely variability; DWL: The first TRES observation reveals a star that is rotating too rapidly for precise velocity work. [P=1.9167800] Update from AIJ-s57 [P=1.91734] Jerome de Leon/ MuSCAT2 team/ observed a full on 20240822 in gp, rp, ip, zs and cleared 13/122 neighbors for NEBs over the window. Check field within 2.5' for NEBs using a red (rp, R, ip, I, z) filter.";520;;;"PC";;43.01;3977;5840;41521.6;1;
1693;"TOI02375.01";335.74197083333;30.573225;13.2;;;3;;;6.15998;;2458741.72616;;23330;1.841;;;;0;;1;1;"No";2458741.7262;0.0023;6.1601;1.0E-5;0.07670833333;0.271;19.4;"[P=6.16027] Original canididate TIC 164150539.01 (TOI-1372.01). Rick Schwarz observed a full (Tc -65/+94 min; -1.2/+1.7 sigma) on 20200606 in 1m0 zs and a detected a 25 ppt event. Rick Schwarz analyzed fulls on 20201013 in 1m0 gp and ip and detected 26 min early (0.70 sigma) ~ 20-25 ppt transits in both filters (depending on detrending and LD coefficients) in uncontaminated 5" target apertures. Felipe/MuSCAT2 observed an ingress on 20210628 in gp,rp,ip,zs and detected ~on-time ~20 ppt events in all filters. Update from AIJ-s56. [P=6.1601] No more observations needed, except for **full-only** multi-band or alternating filter high precision (<1.0 ppt/5 min) data in at least blue (U, u', B, g') *and* very red (zp, zs, Y) to recheck for chromaticity.";23330;;;"VPC+";;109.76;1118;5440;259.4;0;
319;"TOI01372.01";335.75358333333;30.572725;10.843;0;0;5;;"EPHEMERIS ERROR: 13 min TOI 1372.01 was retired by SG1 since there was a transit detected on TIC 164150537 (ID star 4). Then TIC 164150537.01 became TOI 2375.01 Submitted to TFOP as TOI-2375 on 28 June 2021 Report: Tc: 2459394.6937003 ± 0.0004595 T14: 0.09484 ± 0.00256 days An ingress is detected on target. The transit appears to be slightly chromatic, although we need a full transit observation to confirm this. Note: the observations were made originally for TOI 1372.01 (id = 0), TIC 164150537 has an id = 4 in the field images.";6.15998;0;2458741.7323;0;0;0.08;0;0;0;0;1;1;1;"Yes";2458741.7322;0.0025;6.16027;0.00088;0.01495833333;0.039;11.5;"Minor depth-aperture correlation; Rick Schwarz observed a full (Tc -65/+94 min; -1.2/+1.7 sigma) on 20200606 in 1m0 zs and a detected a 25 ppt NPC in the dT=2.3 neighbor 35" W (T4, TIC 164150537). The neighbor's TICv8 stellar radius is R* ~ 1.19, so the companion would have radius Rp ~ 20 Re. Retired as NPC. See TIC 164150537.01 (TOI-2375.01).";2130;;;"NPC";;17.53;1309;5578;486.8;1;
341;"TOI01417.01";335.82529166667;35.034919444444;8.795;0;0;5;;"EPHEMERIS ERROR: 4 min BD candidate based on RVs from TRES. Observations can be defocused. We need to upload the results to TFOP, but not continue.";3.072641;0;2458739.286621;0;0;0.0928992;0;0;0;0;1;1;1;"Yes";2458739.2866;0.0004;3.072641;9.9E-5;0.09289920833;0.018431;19.7;"Likely EB; The second TRES observation yields a velocity shift of 4 km/s in phase with the photometric ephemeris and consistent with a companion with mass of maybe 20 Jupiters. Carl Ziegler observed a full on 20191113 in rp an confirmed a an on-time and on-target ~9 ppt transit using an 11" uncontaminated aperture. Felipe and the MuSCAT2 team observed an egress on 20191210 in gp,rp,ip,zs and confirmed a ~on-time 10-15 ppt egress in the uncontaminated 10" target aperture. Carl Ziegler observed an egress+60% on 20191220 in gp and detected a ~ 7 ppt ~on-time egress. The next observation should be a high precision (<1.0 ppt/min) full transit in a blue (U, u', B, g') and/or very red (zp, zs, Y) filter to check for chromaticity.";10683;1;"TRES for Theron?, FIES(Buchhave)";"BD";;101.91;1915;7101;2232.1;1;
107;"J22252+594";336.32108333333;59.413777777778;12.943;0;0;4;;"Rafa Luque. Using MuSCAT2 to look for transits of the RV CARMENES GTO survey candidates. Work to be coordinated with other observatories at other longitudes to have better coverage of the transit window, which is very large due to the mean anomaly uncertainty from the Keplerian fit of the RVs. *IMPORTANT: this Target need to be observed during the whole night*";13.3594500574;0;2458187.2489481;0;0;0.0416667;0;0;0;0;1;;1;"No";;;;;;;;;;;;;;;;;;0;
2183;"TOI06170.01";336.4643625;15.856741666667;12.7;;;5;;;2.709631;;2459849.0756919;;10819;3.282;;;;0;1;1;1;"No";2459849.0757;0.001;2.709631;0.0002372;0.13675;0.122;15;"[on arXiv, but not in journal WASP-102b] found in faint-star QLP search; Coel Hellier/WASP: pre-print is on arXiv (https://arxiv.org/abs/1608.04225), but currently has no champion to push through journal publication. Has follow-up transits and RV orbit. No more SG1 observations needed.";10819;;;"P";;140.63;1738;5583;1515.8;0;
2122;"TOI06011.01";336.69070833333;57.434136111111;13.4;;;5;;"Observed on 23 November 2023, Report: We observed full on 20231119 in gp, rp, ip, zs and detected a 5.49 min early (3.5 sigma) (Rp/R*)^2: 14.5, 21.4, 23.8, 16.9 ppt event using 1.74 arcsec" uncontaminated target aperture. The transit depths do not show strong chromaticity. We can rule out all the identified nearby stars. Observed on 3 October 2023, Report: The weather was interrupted by clouds. We observed a full and detected the ~10ppt transit using the aperture contaminated with a nearby star (ID 40, d~2"). When we used an uncontaminated aperture (~1.7"), we did not detect the transit either on target or on star-ID 40 because of the large scatter in light curves. We can rule out all the other nearby stars except ID 40, 1, 3, 5, 7, 8, 9, 10, 313.";2.3177171;;2459855.212567;;12225;1.892;;;;0;;1;2;"Yes";2459880.7089;0.0011;2.3179699;3.0E-6;0.06233333333;0.08645206;14.5;"Same as TIC 2016376984.01 / TOI 3920.01, which is now marked a duplicate in the TIC and has been retired as an FA in SG1. no stellar radius; Rstar is ~ 1.3 Rsun in Gaia DR2 which would make Rp~16.7 Re; Scott Dixon/ TARO-0m4 observed a full on 20210908 in gp and with AM+MF detrending apparently detected an ~on-time (maybe longer) ~20 ppt event in a 5" target aperture that is contaminated with TIC 2016376978 (T = 14.9, ΔT = 2.1, r = 1.7" S). Pablo Lewin/MLO observed a full on 20211111 in I and likely detected a 15 min (3σ) late ~15 ppt event using an 8" target aperture that is contaminated with 2" and 6" neighbors. AdamP/SUTO-Otivar-0m3 observed a full on 20220807 in 0m3 B and possible detected ~12.5 ppt, shorter then predicted event, but the interpreation is complicated by a MF. [P=2.3177171] Update from AIJ-s16+s57. [P=2.3179821]. Jerome de Leon/ MuSCAT2 observed a weather affected full on 20231003 in gp, rp, ip, zs and detected an ~on-time ~10 ppt event using a contaminated 4" target aperture (T2: TIC 2016376978; T = 14.9, ΔT = 2.1, r = 1.7" S). The T1/T2 pair were inseparable. Jerome de Leon/ MuSCAT2 observed a full on 20231123 in gp, rp, ip, zs and detected a ~6 min early (3.5 sigma) (Rp/R*)^2: 14.5, 21.4, 23.8, 16.9 ppt event using a marginally contaminated 1.7" target aperture (T2: dT=2.1, r=1.7" S). On hold awaiting statistical validation or RV confirmation. No more SG1 observations needed at this time.";12009;;;"VPC+";;58.09;1674;4926;1303.8;2;
652;"TOI03920.01";336.69079166667;57.434161111111;13.6146;0;0;5;;"EPHEMERIS ERROR: 5 min TTF Comments: "V-shaped; found in faint-star QLP search; Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter."";2.317939;0;2458981.334869;0;0;0.0698333;0;0;0;0;1;1;1;"No";2458981.3349;0.0012;2.317939;1.6E-5;0.06983333333;0.411;15.7;"now marked Duplicate in TIC. Same as TIC 414019147.01 (TOI-6011.01). V-shaped; found in faint-star QLP search; Scott Dixon/ TARO-0m4 observed a full on 20210908 in gp and with AM+MF detrending apparently detected an ~on-time (maybe longer) ~20 ppt event in a 5" target aperture that is contaminated with TIC 2016376978 (T = 14.9, ΔT = 2.1, r = 1.7" S). Pablo Lewin/MLO observed a full on 20211111 in I and likely detected a 15 min (3σ) late ~15 ppt event using an 8" target aperture that is contaminated with 2" and 6" neighbors. AdamP/SUTO-Otivar-0m3 observed a full on 20220807 in 0m3 B and possible detected ~12.5 ppt, shorter then predicted event, but the interpreation is complicated by a MF. This star is a DUPLICATE in TICv8, and is the same as TIC 414019147.01 (TOI-6011.01). Follow-up continued under TOI-6011.01.";13140;;;"FA";;150.06;1674;4926;1303.8;0;
2794;"TOI07103.01";336.7306375;49.149944444444;12.05;;;3;;;5.3590843;;2460565.2533;;3018;2.48;;;;0;;1;1;"No";2460565.2533;0.0016;5.35948;1.08E-5;0.11375;0.6;4.4;"[P=5.3590843] found in faint-star QLP search; Allyson Bieryla/ KeplerCam/ observed an egress+60% on 20241201 in ip and detected a ~9 min late ~2.2 ppt egress using an uncontaminated 4.0" target aperture. [P=5.3594800] Eric Girardin/ GdP/ observed a full on 20241211 in ip and detected an ~on-time, ~15 min (0.4σ) longer duration, ~3.9 ppt [(Rp/R*)²: 3.3 ppt] event using a 5.8” uncontaminated target aperture. Dur => 2.73. The next observation should be a high precision (<1.0 ppt/10 min) full transit in a red (r', R, i', I, z) filter to check for the return of the transit at the revised ephemeris. High-precision (<1.0 ppt/10 min) multi-band or blue (U, u', B, g') filter observations even better for a simultaneous check on chromaticity.";3018;1;"SOPHIE(Hébrard)";"VPC";;7.47;891;4888;104.7;0;
1477;"TOI06010.01";336.737625;45.972;11.144;;;5;;"USP Observed on April 24th. Report: The light curve scatter is too large to allow the detection of the transit (transit is too shallow). We can rule out 33 stars as EBs with deep transits in the observed window. LEt's try a second one observed on May 14 2023 Report: We do not detect the transit event with significance (transit too shallow). We can rule out 33 stars as EBs with deep transits in the observed window.";0.58689939061651;0;2459825.572864;0;;0.0364414;;;;0;1;1;1;"Yes";2459881.3208;0.0007;0.58685;2.0E-6;0.02020833333;0.23924552;6.4;"[P=0.5868060] possible odd-even. Felipe Murgas/MuSCAT2 observed a nominal full on 20230424 in gp,ip,rp,zs and cleared 33/136 neighbors with no obvious NEB. SPOC centroids limit signal source to <15” which clears the field. Felipe Murgas/MuSCAT2 observed a defocused full on 20230514 in gp,ip,rp,zs and cleared 33 out of 136 neighbors over the window, did not see an obvious NEB. Update from AIJ-s16+s56. [P=0.58685] No more observations needed, except for extreme precision (<0.5 ppt/5 min) full transits to detect the shallow event on target in a red (r', R, i', I, z, Y) filter.";840;1;"HARPS-N ERC, outer";"CPC";;21.44;3013;5842;13685.2;2;
1742;"TOI03573.01";336.9986125;38.285988888889;11.8;;;2;;;9.815128;;2458747.792229;;6510;3.341;;;;0;;1;1;"No";2458747.8022;0.0022;9.791402;1.5E-5;0.1392083333;1.099;12.7;"[P=9.8170030] found in faint-star QLP search; SAFFIs show consistent with on, and show no obvious NEB source. John Kielkopf/ULMT observed a nominal full on 20211016 in rp and apparent saw an on-time 6 ppt ingress, but didn't see a clear 6 ppt egress in the undetrended data. Allyson Bieryla/KeplerCam observed an egress (e-159/i+336 min: e-1.6σ/i+3.5σ) on 20220905 in ip and ruled out the 6.5 ppt event on target with an uncontaminated aperture and cleared 43/43 neighbors over the window. There are no more planned TESS observations. Let's check 3σ early. [P=9.815128] Nicholas Dowling and Khushi Marlecha/WST observed an egress (net -3.8/-2.4σ) on 20230527 in gp and ruled out a ~6.5 ppt event. A short segment of data separated by a gap showed a possible ~6 ppt offset suggesting a possible ~4σ early event. We now have -3.8/+3.5σ coverage with a gap between -2.4 and -1.6σ. [P = 9.81450] Francis Wilkin/Dimitrios Vasileios Zora/LCO-McD-1m0 analyzed a 4σ early egress+90% (e-168+100 min; net -5/-3.5σ) on 20230626 in ip and ruled out the 6 ppt event over the window. The field was cleared except for T4, T5. We now have -5/+3.5σ coverage with a gap between -2.4 and -1.6σ. Let's check 4.5σ late. [P=9.8198000] Chris Stockdale/ CristilynW/ LCO-Teid-McD-1m0 analysed an ingress+75%, egress+75% [e-400/i+150 min, e-130/i+390 min; net -5/8.5σ] on 20231012 in ip and did not detect the ~6.5 ppt event using an uncontaminated 3.5" target aperture and cleared the field of obvious NEBs over the window. We have no gaps in the -5/8.5σ coverage. Update to Sam Yee ephemeris on 11/13/2023 [P=9.7924 +/- 0.0014, T0=1747.8018 +/- 0.0024]. Allyson Bieryla/ KeplerCam observed a full on 20231107 in ip and detected a ~211 min (0.7σ) early ~5.8 ppt event using an uncontaminated 4.0" target aperture. [P=9.7914]. Update from Sam Yee [P = 9.791448 +/- 0.000015, T0=1747.8022 +/- 0.0022]. Howie Relles/ CristilynW/ LCO-TEID-1m0/ analyzed an ingress+80% on 20240629 in ip and detected a ~12 min. early, ~6.6 ppt ingress using an uncontaminated 4.7" target aperture. [P=9.791402] Howie Relles/ LCO-McD-1m0/ observed a full on 20240807 in ip and detected a ~10 min. late ~5.7 ppt event using an uncontaminated 4.3" target aperture. [P=9.791442] Howie Relles/ LCO-TEID-1m0/ observed a full on 20240817 in gp and detected a ~7 min. late, ~7 ppt [(Rp/R*)²: 7.4 ppt] event using an uncontaminated 4.7" target aperture. [P=9.791427] ChrisS/ CristilynW/ LCO-Teid-1m0/ LCO-McD-1m0/ analyzed an ingress+85%, egress+75% on 202401005 in ip and detected an ~on-time, ~7, ~5 ppt ingress, egress using uncontaminated 3.5", 2.7" target apertures. On hold awaiting statistical validation or RV confirmation. No more SG1 observations needed at this time.";6510;1;"NEID-Yee (orbit)";"VPC+";"Samuel Yee interested in follow-up";30.34;1159;5804;299.3;0;
2195;"TOI06191.01";337.04309166667;49.573777777778;12;;;5;;"Observed on 1 November 2023, Report: We observed full on 20231101 in rp, ip, zs and detected a 3.26 min late (2.6 sigma) (Rp/R*)^2: 4.9, 5.7, 6.3 ppt event using 10.875" uncontaminated aperture. The gp band data and the data around ingress are missing due to problems during the observation. The transit depths do not show strong chromaticity. We can rule out all the other nearby stars except for ID 1, 2, and 108. There are many faint sources unidentified by the pipeline.";3.7752321;;2459880.4182533;;7352;1.465;;;;0;;1;1;"Yes";2459880.4183;0.0006;3.7752321;6.9E-6;0.06104166667;0.117;10.8;"found in faint-star QLP search; Bob Massey/Villa39 observed a full on 20230715 in I and detected a 7 min (7σ) early 9 ppt event using an uncontaminated 5.6" target aperture and cleared 69 out of 72 neighbors over the window. HowieR/ LCO-HAL 0m35 analyzed an ingress+60% on 20230623 in gp and detected a ~4.6 ppt [(Rp/R*)²~3.7 ppt] ingress in an uncontaminated 7.3" target aperture. Howie Relles/ LCO-HAL-0m35 analyzed a full on 20231025 in gp and detected ~on time ~6.4 ppt event in an uncontaminated 5.8" target aperture. Jerome de Leon/ MuSCAT2 observed a full on 20231101 in rp, ip, zs and detected an ~on-time (Rp/R*)^2: 4.9, 5.7, 6.3 ppt event using an uncontaminated 10.9" target aperture. No more observations needed.";7352;1;"Ariel, orbit";"VPC+";;33.98;1371;5469;586.8;1;
